sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:original_source_concept_id,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
1636,Aminophyllin,-1,,1636,0.98,UNCHECKED,UNREVIEWED,,0,1105775,aminophylline,Drug,MAPS_TO,,<auto>,1758626737740,
929,Referral placed (situation),-1,,929,0.77,UNCHECKED,UNREVIEWED,,0,44792520,Referral declined,Observation,MAPS_TO,,<auto>,1758626737866,
1181,Abnormal findings on diagnostic imaging of lung (finding),-1,,1181,1.00,APPROVED,EQUAL,jaye,1758627236905,437677,Abnormal findings on diagnostic imaging of lung,Condition,MAPS_TO,,<auto>,1758626738290,
1690,Nystatin & Zinc Oxide,-1,,1690,0.55,UNCHECKED,UNREVIEWED,,0,911064,zinc oxide,Drug,MAPS_TO,,<auto>,1758626738306,
678,Brand composition substitution,-1,,678,0.69,UNCHECKED,UNREVIEWED,,0,45880312,Substitution,Meas Value,MAPS_TO,,<auto>,1758626738434,
3,ATT DEFAULT ATTACHMENT,-1,,3,0.65,UNCHECKED,UNREVIEWED,,0,4031047,Fixation,Procedure,MAPS_TO,,<auto>,1758626738479,
1614.2,Product containing tenofovir (medicinal product),-1,,1614,0.68,UNCHECKED,UNREVIEWED,,0,4145379,Barium-containing product,Device,MAPS_TO,,<auto>,1758626738487,
345,Ascariasis (disorder),-1,,345,1.00,APPROVED,EQUAL,jaye,1758627236905,192259,Ascariasis,Condition,MAPS_TO,,<auto>,1758626738671,
931,Unknown if ever smoked,-1,,931,1.00,APPROVED,EQUAL,jaye,1758627236905,45885135,Unknown if ever smoked,Meas Value,MAPS_TO,,<auto>,1758626738697,
1359.1,Product containing misoprostol (medicinal product),-1,,1359,0.72,UNCHECKED,UNREVIEWED,,0,4145379,Barium-containing product,Device,MAPS_TO,,<auto>,1758626738824,
1637,Biperidene lactate,-1,,1637,0.77,UNCHECKED,UNREVIEWED,,0,724908,biperiden,Drug,MAPS_TO,,<auto>,1758626738858,
694,Selective immunoglobulin G deficiency (disorder),-1,,694,1.00,APPROVED,EQUAL,jaye,1758627236905,4100858,Selective immunoglobulin G deficiency,Condition,MAPS_TO,,<auto>,1758626738977,
1749.2,Transient ischemia (disorder),-1,,1749,1.00,APPROVED,EQUAL,jaye,1758627236905,4238191,Transient ischemia,Condition,MAPS_TO,,<auto>,1758626739068,
1691,Multivitamin & Iron,-1,,1691,0.38,UNCHECKED,UNREVIEWED,,0,763334,Multivitamin multimineral supplement,Device,MAPS_TO,,<auto>,1758626739332,
1485,Oral rehydration salts (product),-1,,1485,0.69,UNCHECKED,UNREVIEWED,,0,4165185,Oral rehydration salts adverse reaction,Observation,MAPS_TO,,<auto>,1758626739368,
4,ATT IMAGE ATTACHMENT,-1,,4,0.76,UNCHECKED,UNREVIEWED,,0,4031047,Fixation,Procedure,MAPS_TO,,<auto>,1758626739475,
1639,Activated charcoal,-1,,1639,1.00,APPROVED,EQUAL,jaye,1758627236905,1701928,activated charcoal,Drug,MAPS_TO,,<auto>,1758626739820,
932,Smokes tobacco daily (finding),-1,,932,0.62,UNCHECKED,UNREVIEWED,,0,4010813,Tobacco smoke,Observation,MAPS_TO,,<auto>,1758626740022,
1486,Propranolol hydrochloride,-1,,1486,0.89,UNCHECKED,UNREVIEWED,,0,40163311,propranolol hydrochloride 10 MG,Drug,MAPS_TO,,<auto>,1758626740573,
933,Never smoker,-1,,933,1.00,APPROVED,EQUAL,jaye,1758627236905,45879404,Never smoker,Meas Value,MAPS_TO,,<auto>,1758626740577,
679,Equivalent composition substitution,-1,,679,0.60,UNCHECKED,UNREVIEWED,,0,9489,equivalent,Unit,MAPS_TO,,<auto>,1758626740585,
1640,Cisatracurium,-1,,1640,1.00,APPROVED,EQUAL,jaye,1758627236905,19015726,cisatracurium,Drug,MAPS_TO,,<auto>,1758626740614,
1182,Infiltration (morphologic abnormality),-1,,1182,1.00,APPROVED,EQUAL,jaye,1758627236905,4264333,Infiltration,Observation,MAPS_TO,,<auto>,1758626740614,
346,Cervical lymphadenopathy (disorder),-1,,346,1.00,APPROVED,EQUAL,jaye,1758627236905,4133459,Cervical lymphadenopathy,Condition,MAPS_TO,,<auto>,1758626740628,
28,GeneXpert MTB/Rif Lab set,-1,,28,0.30,UNCHECKED,UNREVIEWED,,0,45878566,Inexperience,Meas Value,MAPS_TO,,<auto>,1758626740777,
1488,Sulfacetamide,-1,,1488,1.00,APPROVED,EQUAL,jaye,1758627236905,1036252,sulfacetamide,Drug,MAPS_TO,,<auto>,1758626741170,
1614.3,Product containing lamivudine (medicinal product),-1,,1614,0.65,UNCHECKED,UNREVIEWED,,0,4145379,Barium-containing product,Device,MAPS_TO,,<auto>,1758626741179,
1750,Preoperative diagnosis (qualifier value),-1,,1750,1.00,APPROVED,EQUAL,jaye,1758627236905,4236135,Pre-op diagnosis,Observation,MAPS_TO,,<auto>,1758626741216,
699,Annotation comment [Interpretation] Narrative,-1,,699,1.00,APPROVED,EQUAL,jaye,1758627236905,3049878,Annotation comment [Interpretation] Narrative,Measurement,MAPS_TO,,<auto>,1758626741454,
1641,Clomifen citrate,-1,,1641,0.78,UNCHECKED,UNREVIEWED,,0,1598819,clomiphene,Drug,MAPS_TO,,<auto>,1758626741539,
680,Equivalent substitution,-1,,680,0.68,UNCHECKED,UNREVIEWED,,0,9489,equivalent,Unit,MAPS_TO,,<auto>,1758626741694,
1183,Cardiomegaly (disorder),-1,,1183,1.00,APPROVED,EQUAL,jaye,1758627236905,314658,Cardiomegaly,Condition,MAPS_TO,,<auto>,1758626741763,
937,Time frame (qualifier value),-1,,937,1.00,APPROVED,EQUAL,jaye,1758627236905,4250771,Time frame,Observation,MAPS_TO,,<auto>,1758626741773,
1359.2,Product containing mifepristone (medicinal product),-1,,1359,0.66,UNCHECKED,UNREVIEWED,,0,4145379,Barium-containing product,Device,MAPS_TO,,<auto>,1758626741992,
1489,Tiotropium powder,-1,,1489,0.80,UNCHECKED,UNREVIEWED,,0,1356250,tiotropium Inhalation Powder,Drug,MAPS_TO,,<auto>,1758626742043,
1360,Miltefosine,-1,,1360,1.00,APPROVED,EQUAL,jaye,1758627236905,44816310,miltefosine,Drug,MAPS_TO,,<auto>,1758626742497,
1643,Dextran in NaCl,-1,,1643,0.59,UNCHECKED,UNREVIEWED,,0,1352890,dextran,Drug,MAPS_TO,,<auto>,1758626742507,
1708,Prevention of Maternal to Child HIV transmissio,-1,,1708,0.48,UNCHECKED,UNREVIEWED,,0,4170927,Parenteral transmission,Observation,MAPS_TO,,<auto>,1758626742804,
689,Example Option 3,-1,,689,0.53,UNCHECKED,UNREVIEWED,,0,4166132,Examination of optic disc,Procedure,MAPS_TO,,<auto>,1758626742876,
938,Order values (qualifier value),-1,,938,1.00,APPROVED,EQUAL,jaye,1758627236905,4159718,Order values,Meas Value,MAPS_TO,,<auto>,1758626742887,
1361,Mirtazapine,-1,,1361,1.00,APPROVED,EQUAL,jaye,1758627236905,725131,mirtazapine,Drug,MAPS_TO,,<auto>,1758626742975,
1644,Enoxaparin,-1,,1644,1.00,APPROVED,EQUAL,jaye,1758627236905,36309113,Enoxaparin,Meas Value,MAPS_TO,,<auto>,1758626743021,
1490,Triple antibiotic,-1,,1490,0.73,UNCHECKED,UNREVIEWED,,0,1035150,Antibiotic,Meas Value,MAPS_TO,,<auto>,1758626743140,
347,Malignant neoplastic disease (disorder),-1,,347,1.00,APPROVED,EQUAL,jaye,1758627236905,443392,Malignant neoplastic disease,Condition,MAPS_TO,,<auto>,1758626743324,
1184,Dressing of wound (procedure),-1,,1184,1.00,APPROVED,EQUAL,jaye,1758627236905,4080499,Dressing of wound,Procedure,MAPS_TO,,<auto>,1758626743327,
1645,Ephedrine,-1,,1645,1.00,APPROVED,EQUAL,jaye,1758627236905,1143374,ephedrine,Drug,MAPS_TO,,<auto>,1758626743425,
1751,Postoperative diagnosis (qualifier value),-1,,1751,1.00,APPROVED,EQUAL,jaye,1758627236905,4236136,Post-op diagnosis,Observation,MAPS_TO,,<auto>,1758626743650,
1362,Misoprostol,-1,,1362,1.00,APPROVED,EQUAL,jaye,1758627236905,1150871,misoprostol,Drug,MAPS_TO,,<auto>,1758626743691,
1646,Esmolol,-1,,1646,1.00,APPROVED,EQUAL,jaye,1758627236905,19063575,esmolol,Drug,MAPS_TO,,<auto>,1758626743716,
1614.4,Product containing efavirenz (medicinal product),-1,,1614,0.62,UNCHECKED,UNREVIEWED,,0,4145379,Barium-containing product,Device,MAPS_TO,,<auto>,1758626743769,
690,Example Option 2,-1,,690,0.55,UNCHECKED,UNREVIEWED,,0,4166132,Examination of optic disc,Procedure,MAPS_TO,,<auto>,1758626743825,
1709,HIV treatment status,-1,,1709,0.73,UNCHECKED,UNREVIEWED,,0,3044754,HIV treatment cohort,Observation,MAPS_TO,,<auto>,1758626743876,
1363,Naloxone,-1,,1363,1.00,APPROVED,EQUAL,jaye,1758627236905,1114220,naloxone,Drug,MAPS_TO,,<auto>,1758626744143,
1647,Etomidate,-1,,1647,1.00,APPROVED,EQUAL,jaye,1758627236905,19050488,etomidate,Drug,MAPS_TO,,<auto>,1758626744169,
1493,Prickly heat (disorder),-1,,1493,1.00,APPROVED,EQUAL,jaye,1758627236905,137627,Prickly heat,Condition,MAPS_TO,,<auto>,1758626744314,
1615,Lamivudine (3TC),-1,,1615,0.58,UNCHECKED,UNREVIEWED,,0,1704183,lamivudine,Drug,MAPS_TO,,<auto>,1758626744393,
1710,Program status,-1,,1710,0.83,UNCHECKED,UNREVIEWED,,0,4150695,Reduction program status,Observation,MAPS_TO,,<auto>,1758626744726,
1648,Fenofibrate,-1,,1648,1.00,APPROVED,EQUAL,jaye,1758627236905,1551803,fenofibrate,Drug,MAPS_TO,,<auto>,1758626744818,
691,Example Option 1,-1,,691,0.55,UNCHECKED,UNREVIEWED,,0,4166132,Examination of optic disc,Procedure,MAPS_TO,,<auto>,1758626744866,
700,Clinical history/examination observable (observable entity),-1,,700,1.00,APPROVED,EQUAL,jaye,1758627236905,4181664,Clinical history/examination observable,Observation,MAPS_TO,,<auto>,1758626744936,
1753,Nursing aid (occupation),-1,,1753,0.78,UNCHECKED,UNREVIEWED,,0,4107560,Nursemaid,Observation,MAPS_TO,,<auto>,1758626744960,
1495,Antipyrine,-1,,1495,1.00,APPROVED,EQUAL,jaye,1758627236905,1036059,antipyrine,Drug,MAPS_TO,,<auto>,1758626744961,
31,Bacillary burden as determined by quantitative cycle threshold,-1,,31,0.37,UNCHECKED,UNREVIEWED,,0,36203647,Actinobacillus suis DNA [Cycle Threshold #] in Specimen by NAA with probe detection,Measurement,MAPS_TO,,<auto>,1758626744999,
693,date,-1,,693,1.00,APPROVED,EQUAL,jaye,1758627236905,42007001,Date,Geography,MAPS_TO,,<auto>,1758626745161,
1185,Excision of appendix (procedure),-1,,1185,1.00,APPROVED,EQUAL,jaye,1758627236905,4198190,Appendectomy,Procedure,MAPS_TO,,<auto>,1758626745185,
939,On examination - neurological (finding),-1,,939,0.72,UNCHECKED,UNREVIEWED,,0,4225119,Neurological examination,Procedure,MAPS_TO,,<auto>,1758626745233,
695,radio,-1,,695,1.00,APPROVED,EQUAL,jaye,1758627236905,4234434,Radio,Device,MAPS_TO,,<auto>,1758626745445,
35,Invalid,-1,,35,1.00,APPROVED,EQUAL,jaye,1758627236905,46237613,Invalid,Meas Value,MAPS_TO,,<auto>,1758626745446,
1496,Apetamine,-1,,1496,0.55,UNCHECKED,UNREVIEWED,,0,36309197,Ketamine,Meas Value,MAPS_TO,,<auto>,1758626745471,
1364,Neomycin & Polymyxin B & Bacitracin Zinc,-1,,1364,0.57,UNCHECKED,UNREVIEWED,,0,40013972,bacitracin / neomycin / polymyxin B Topical Cream,Drug,MAPS_TO,,<auto>,1758626745543,
1616,Lamivudine & Tenofovir,-1,,1616,0.62,UNCHECKED,UNREVIEWED,,0,1704183,lamivudine,Drug,MAPS_TO,,<auto>,1758626745547,
696,number,-1,,696,0.91,UNCHECKED,UNREVIEWED,,0,36307919,Numbers,Meas Value,MAPS_TO,,<auto>,1758626745678,
348,Malignant neoplastic disease (disorder),-1,,348,1.00,APPROVED,EQUAL,jaye,1758627236905,443392,Malignant neoplastic disease,Condition,MAPS_TO,,<auto>,1758626745776,
1365,Nifedipine,-1,,1365,1.00,APPROVED,EQUAL,jaye,1758627236905,1318853,nifedipine,Drug,MAPS_TO,,<auto>,1758626746011,
51,HIV test kits,-1,,51,0.54,UNCHECKED,UNREVIEWED,,0,41888725,St Kitts,Geography,MAPS_TO,,<auto>,1758626746013,
1497,Apressoline,-1,,1497,0.55,UNCHECKED,UNREVIEWED,,0,41999153,Lessolo,Geography,MAPS_TO,,<auto>,1758626746085,
1617,Lopinavir & Ritonavir (LPV/r),-1,,1617,0.31,UNCHECKED,UNREVIEWED,,0,1738170,lopinavir,Drug,MAPS_TO,,<auto>,1758626746375,
697,text area field,-1,,697,0.54,UNCHECKED,UNREVIEWED,,0,42083586,Field,Geography,MAPS_TO,,<auto>,1758626746424,
1498,Bebe Sirop,-1,,1498,0.65,UNCHECKED,UNREVIEWED,,0,4027630,Drinks alone,Observation,MAPS_TO,,<auto>,1758626746449,
1366,Nimesulide,-1,,1366,1.00,APPROVED,EQUAL,jaye,1758627236905,19069425,nimesulide,Drug,MAPS_TO,,<auto>,1758626746528,
1711,On Antiretrovirals Treatment,-1,,1711,0.65,UNCHECKED,UNREVIEWED,,0,35625641,Antiretroviral,Observation,MAPS_TO,,<auto>,1758626746628,
698,text field,-1,,698,0.61,UNCHECKED,UNREVIEWED,,0,42083586,Field,Geography,MAPS_TO,,<auto>,1758626746736,
1499,Bromhexine,-1,,1499,1.00,APPROVED,EQUAL,jaye,1758627236905,19030493,bromhexine,Drug,MAPS_TO,,<auto>,1758626746915,
701,Patient on waiting list (finding),-1,,701,1.00,APPROVED,EQUAL,jaye,1758627236905,4148887,Patient on waiting list,Observation,MAPS_TO,,<auto>,1758626746916,
1649,Fer elementaire & Acide folique,-1,,1649,0.40,UNCHECKED,UNREVIEWED,,0,45881007,Rad Before & After Surgery,Meas Value,MAPS_TO,,<auto>,1758626746964,
349,Constipation (finding),-1,,349,1.00,APPROVED,EQUAL,jaye,1758627236905,75860,Constipation,Condition,MAPS_TO,,<auto>,1758626746981,
1130.1,Reduced fetal movement (finding),-1,,1130,1.00,APPROVED,EQUAL,jaye,1758627236905,77619,Reduced fetal movement,Observation,MAPS_TO,,<auto>,1758626746996,
1618,Nevirapine (NVP),-1,,1618,0.46,UNCHECKED,UNREVIEWED,,0,1769389,nevirapine,Drug,MAPS_TO,,<auto>,1758626747014,
1650,Flumazenil,-1,,1650,1.00,APPROVED,EQUAL,jaye,1758627236905,19055153,flumazenil,Drug,MAPS_TO,,<auto>,1758626747365,
1500,Co-Amoxiclav,-1,,1500,0.37,UNCHECKED,UNREVIEWED,,0,40105046,amoxicillin / clavulanate Oral Tablet,Drug,MAPS_TO,,<auto>,1758626747371,
1367,Nitrofurantoin,-1,,1367,1.00,APPROVED,EQUAL,jaye,1758627236905,920293,nitrofurantoin,Drug,MAPS_TO,,<auto>,1758626747405,
1713,Never started,-1,,1713,0.67,UNCHECKED,UNREVIEWED,,0,45876662,Never,Meas Value,MAPS_TO,,<auto>,1758626747439,
1619,Tenofovir,-1,,1619,1.00,APPROVED,EQUAL,jaye,1758627236905,19011093,tenofovir,Drug,MAPS_TO,,<auto>,1758626747501,
1755,Anesthesia care monitoring (regime/therapy),-1,,1755,1.00,APPROVED,EQUAL,jaye,1758627236905,4139352,Anesthesia care monitoring,Observation,MAPS_TO,,<auto>,1758626747579,
1501,Dolex,-1,,1501,0.80,UNCHECKED,UNREVIEWED,,0,41940317,Dole,Geography,MAPS_TO,,<auto>,1758626747638,
940,Numbness and tingling sensation of skin (finding),-1,,940,1.00,APPROVED,EQUAL,jaye,1758627236905,42872381,Numbness and tingling sensation of skin,Condition,MAPS_TO,,<auto>,1758626747815,
1651,Glycopyrrolate,-1,,1651,0.89,UNCHECKED,UNREVIEWED,,0,19081297,glycopyrrolate 1 MG,Drug,MAPS_TO,,<auto>,1758626747880,
1502,Dypirone,-1,,1502,0.46,UNCHECKED,UNREVIEWED,,0,41944817,Iron,Geography,MAPS_TO,,<auto>,1758626748015,
1620,Zidovudine (AZT),-1,,1620,0.63,UNCHECKED,UNREVIEWED,,0,1710612,zidovudine,Drug,MAPS_TO,,<auto>,1758626748130,
52,Trinity Biotech Trinscreen HIV test kit,-1,,52,0.41,UNCHECKED,UNREVIEWED,,0,4064903,HIV screening,Measurement,MAPS_TO,,<auto>,1758626748137,
1368,Normal Saline (NS),-1,,1368,0.55,UNCHECKED,UNREVIEWED,,0,1990124,Normal saline,Meas Value,MAPS_TO,,<auto>,1758626748414,
702,Admission statuses (finding),-1,,702,1.00,APPROVED,EQUAL,jaye,1758627236905,4202023,Admission statuses,Observation,MAPS_TO,,<auto>,1758626748613,
1717,Acute rheumatic fever (I00),-1,,1717,0.64,UNCHECKED,UNREVIEWED,,0,40394098,Acute rheumatic fever,Condition,MAPS_TO,,<auto>,1758626748628,
1405,Sodium Valproate,-1,,1405,0.83,UNCHECKED,UNREVIEWED,,0,4155240,Serum sodium valproate measurement,Measurement,MAPS_TO,,<auto>,1758626748670,
1369,Ofloxacin,-1,,1369,1.00,APPROVED,EQUAL,jaye,1758627236905,923081,ofloxacin,Drug,MAPS_TO,,<auto>,1758626748753,
1621,Zidovudine & Lamivudine (AZT/3TC),-1,,1621,0.43,UNCHECKED,UNREVIEWED,,0,1710612,zidovudine,Drug,MAPS_TO,,<auto>,1758626748926,
1652,Hialorunate de Na+,-1,,1652,0.42,UNCHECKED,UNREVIEWED,,0,41996552,Brunate,Geography,MAPS_TO,,<auto>,1758626748927,
703,Inpatient disposition construct,-1,,703,0.68,UNCHECKED,UNREVIEWED,,0,40769794,Patient Disposition,Observation,MAPS_TO,,<auto>,1758626748940,
1752,Procedure,-1,,1752,1.00,APPROVED,EQUAL,jaye,1758627236905,4322976,Procedure,Procedure,MAPS_TO,,<auto>,1758626749054,
1370,Omeprazole,-1,,1370,1.00,APPROVED,EQUAL,jaye,1758627236905,923645,omeprazole,Drug,MAPS_TO,,<auto>,1758626749141,
1406,Spironolactone,-1,,1406,1.00,APPROVED,EQUAL,jaye,1758627236905,970250,spironolactone,Drug,MAPS_TO,,<auto>,1758626749385,
713,Assessment,-1,,713,1.00,APPROVED,EQUAL,jaye,1758627236905,4044176,Evaluation - action,Observation,MAPS_TO,,<auto>,1758626749385,
1754,General,-1,,1754,1.00,APPROVED,EQUAL,jaye,1758627236905,45883919,General,Meas Value,MAPS_TO,,<auto>,1758626749486,
941,Remission phase (qualifier value),-1,,941,1.00,APPROVED,EQUAL,jaye,1758627236905,4172372,Remission phase,Meas Value,MAPS_TO,,<auto>,1758626749660,
53,One Step HIV 1/2 testing kit,-1,,53,0.54,UNCHECKED,UNREVIEWED,,0,4234271,Measurement of both Human immunodeficiency virus 1 antibody and Human immunodeficiency virus 2 antibody,Measurement,MAPS_TO,,<auto>,1758626749704,
350,Primary Kaposi's sarcoma of oral cavity (disorder),-1,,350,1.00,APPROVED,EQUAL,jaye,1758627236905,4311719,Primary Kaposi's sarcoma of oral cavity,Condition,MAPS_TO,,<auto>,1758626749815,
1756,Knee Block,-1,,1756,0.72,UNCHECKED,UNREVIEWED,,0,4010088,Knee locking,Condition,MAPS_TO,,<auto>,1758626749816,
1757,Brachial plexus block by axillary approach (procedure),-1,,1757,1.00,APPROVED,EQUAL,jaye,1758627236905,4336448,Brachial plexus block by axillary approach,Procedure,MAPS_TO,,<auto>,1758626750022,
1622,Zidovudine & Lamivudine & Nevirapine (AZT/3TC/NVP),-1,,1622,0.40,UNCHECKED,UNREVIEWED,,0,40137867,lamivudine / nevirapine / zidovudine Oral Tablet,Drug,MAPS_TO,,<auto>,1758626750030,
1654,Hydrocortisone hemorrhoidal,-1,,1654,0.69,UNCHECKED,UNREVIEWED,,0,195562,Hemorrhoids,Condition,MAPS_TO,,<auto>,1758626750517,
723,Current drugs used,-1,,723,0.72,UNCHECKED,UNREVIEWED,,0,4213527,Current drug user,Observation,MAPS_TO,,<auto>,1758626750626,
1407,Sulfamethoxazole & Trimethoprim,-1,,1407,0.69,UNCHECKED,UNREVIEWED,,0,40081388,sulfamethoxazole / trimethoprim Oral Tablet,Drug,MAPS_TO,,<auto>,1758626750661,
1623,BCG vaccine,-1,,1623,0.80,UNCHECKED,UNREVIEWED,,0,4248838,BCG vaccination declined,Observation,MAPS_TO,,<auto>,1758626750907,
1758,Interscalene Block,-1,,1758,1.00,APPROVED,EQUAL,jaye,1758627236905,4333843,Brachial plexus block by interscalene approach,Procedure,MAPS_TO,,<auto>,1758626751340,
704,Procedure related observable (observable entity),-1,,704,1.00,APPROVED,EQUAL,jaye,1758627236905,4219540,Procedure related observable,Observation,MAPS_TO,,<auto>,1758626751355,
56,Premier First Response(R) test kit,-1,,56,0.40,UNCHECKED,UNREVIEWED,,0,45884863,First responder,Meas Value,MAPS_TO,,<auto>,1758626751566,
1372,Oral rehydration salts (product),-1,,1372,0.69,UNCHECKED,UNREVIEWED,,0,4165185,Oral rehydration salts adverse reaction,Observation,MAPS_TO,,<auto>,1758626751582,
1655,Rabies immunoglobulins,-1,,1655,0.75,UNCHECKED,UNREVIEWED,,0,43531966,immunoglobulin A,Drug,MAPS_TO,,<auto>,1758626751747,
1130.2,Fetal condition affecting obstetrical care of mother (disorder),-1,,1130,1.00,APPROVED,EQUAL,jaye,1758627236905,74104,Fetal condition affecting obstetrical care of mother,Condition,MAPS_TO,,<auto>,1758626751782,
1408,Tetanus Antitoxin,-1,,1408,0.83,UNCHECKED,UNREVIEWED,,0,35603451,tetanus toxin,Drug,MAPS_TO,,<auto>,1758626751894,
1277,Dipirone,-1,,1277,0.65,UNCHECKED,UNREVIEWED,,0,19102106,mepirodipine,Drug,MAPS_TO,,<auto>,1758626752166,
1624,Moderna Covid 19 Vaccine,-1,,1624,0.58,UNCHECKED,UNREVIEWED,,0,37174480,Severe acute respiratory syndrome coronavirus 2 vaccination status,Measurement,MAPS_TO,,<auto>,1758626753521,
351.1,Procedure related observable (observable entity),-1,,351,1.00,APPROVED,EQUAL,jaye,1758627236905,4219540,Procedure related observable,Observation,MAPS_TO,,<auto>,1758626753590,
1278,Chlordiazepoxide,-1,,1278,1.00,APPROVED,EQUAL,jaye,1758627236905,990678,chlordiazepoxide,Drug,MAPS_TO,,<auto>,1758626753592,
57,Abbott Determine(R) test kit,-1,,57,0.46,UNCHECKED,UNREVIEWED,,0,42059620,Abbott,Geography,MAPS_TO,,<auto>,1758626753722,
1409,Tetanus Immunoglobulin,-1,,1409,1.00,APPROVED,EQUAL,jaye,1758627236905,35604680,tetanus immune globulin,Drug,MAPS_TO,,<auto>,1758626753738,
727,Diagnostic testing and counseling for HIV,-1,,727,0.57,UNCHECKED,UNREVIEWED,,0,4151027,Counseling about serious diagnosis,Procedure,MAPS_TO,,<auto>,1758626753913,
1656,Infant formula (product),-1,,1656,1.00,APPROVED,EQUAL,jaye,1758627236905,4132339,Infant formula,Device,MAPS_TO,,<auto>,1758626753972,
1760,Local Anesthesia and Sedation,-1,,1760,0.76,UNCHECKED,UNREVIEWED,,0,4303995,Local anesthesia,Procedure,MAPS_TO,,<auto>,1758626754254,
1131.1,Disorder of eye proper (disorder),-1,,1131,1.00,APPROVED,EQUAL,jaye,1758627236905,375252,Disorder of eye,Condition,MAPS_TO,,<auto>,1758626754260,
942,Locomotor examination finding (observable entity),-1,,942,1.00,APPROVED,EQUAL,jaye,1758627236905,4152366,Locomotor examination finding,Observation,MAPS_TO,,<auto>,1758626754339,
620,Three times daily after meals (qualifier value),-1,,620,1.00,APPROVED,EQUAL,jaye,1758627236905,4225981,Three times daily after meals,Meas Value,MAPS_TO,,<auto>,1758626754479,
755,Dosing change,-1,,755,0.72,UNCHECKED,UNREVIEWED,,0,3968676,Dressing change,Meas Value,MAPS_TO,,<auto>,1758626754682,
1765,Specimens,-1,,1765,0.91,UNCHECKED,UNREVIEWED,,0,4048506,Specimen,Specimen,MAPS_TO,,<auto>,1758626754758,
1279,Chlorhexidine Gluconate,-1,,1279,0.86,UNCHECKED,UNREVIEWED,,0,19133971,chlorhexidine gluconate 1 MG/ML,Drug,MAPS_TO,,<auto>,1758626754893,
1759,Local anesthetic intravenous regional block (procedure),-1,,1759,1.00,APPROVED,EQUAL,jaye,1758627236905,4117443,Local anesthetic intravenous regional block,Procedure,MAPS_TO,,<auto>,1758626755336,
65,Tests Orderability,-1,,65,0.42,UNCHECKED,UNREVIEWED,,0,3043510,Alterability of resists care [Minimum Data Set],Observation,MAPS_TO,,<auto>,1758626755447,
1410,Tetracycline Ophtalmic,-1,,1410,0.73,UNCHECKED,UNREVIEWED,,0,40087790,tetracycline Ophthalmic Suspension,Drug,MAPS_TO,,<auto>,1758626755551,
1625,Pfizer-BioNTech Covid 19 Vaccine,-1,,1625,0.44,UNCHECKED,UNREVIEWED,,0,604221,SARS-CoV-2 vaccine contraindicated,Observation,MAPS_TO,,<auto>,1758626755574,
1280,Chloroquine,-1,,1280,1.00,APPROVED,EQUAL,jaye,1758627236905,1792515,chloroquine,Drug,MAPS_TO,,<auto>,1758626755680,
1657,Lidocaine w & epinephrine dental,-1,,1657,0.46,UNCHECKED,UNREVIEWED,,0,1593799,epinephrine / lidocaine Injection,Drug,MAPS_TO,,<auto>,1758626755945,
89,Four plus,-1,,89,0.61,UNCHECKED,UNREVIEWED,,0,41942423,Four,Geography,MAPS_TO,,<auto>,1758626756010,
943,Urogenital finding (finding),-1,,943,1.00,APPROVED,EQUAL,jaye,1758627236905,4041285,Urogenital finding,Condition,MAPS_TO,,<auto>,1758626756037,
1411,Tinidazole,-1,,1411,1.00,APPROVED,EQUAL,jaye,1758627236905,1702559,tinidazole,Drug,MAPS_TO,,<auto>,1758626756073,
1131.2,Foreign body in head (disorder),-1,,1131,1.00,APPROVED,EQUAL,jaye,1758627236905,4297098,Foreign body in head,Condition,MAPS_TO,,<auto>,1758626756376,
1281,Chlorpheniramine,-1,,1281,1.00,APPROVED,EQUAL,jaye,1758627236905,1192710,chlorpheniramine,Drug,MAPS_TO,,<auto>,1758626756573,
1658,Meperidine,-1,,1658,1.00,APPROVED,EQUAL,jaye,1758627236905,36310259,Meperidine,Meas Value,MAPS_TO,,<auto>,1758626756674,
621,Three times daily (qualifier value),-1,,621,1.00,APPROVED,EQUAL,jaye,1758627236905,4041301,Three times daily,Meas Value,MAPS_TO,,<auto>,1758626756685,
1412,Tizanidine,-1,,1412,1.00,APPROVED,EQUAL,jaye,1758627236905,778474,tizanidine,Drug,MAPS_TO,,<auto>,1758626756694,
351.2,Procedure carried out on subject (situation),-1,,351,0.63,UNCHECKED,UNREVIEWED,,0,40483680,Educating parent of subject,Observation,MAPS_TO,,<auto>,1758626756710,
1626,Johnson & Johnson Covid 19 Vaccine,-1,,1626,0.49,UNCHECKED,UNREVIEWED,,0,42079433,Johnson,Geography,MAPS_TO,,<auto>,1758626756875,
1767,Condition upon discharge from OR,-1,,1767,0.66,UNCHECKED,UNREVIEWED,,0,44791108,Discharge from care,Observation,MAPS_TO,,<auto>,1758626756880,
1413,Tramadol,-1,,1413,1.00,APPROVED,EQUAL,jaye,1758627236905,36308169,Tramadol,Meas Value,MAPS_TO,,<auto>,1758626757087,
1768,Surgeon,-1,,1768,1.00,APPROVED,EQUAL,jaye,1758627236905,1616663,Surgeon,Observation,MAPS_TO,,<auto>,1758626757136,
